"reference_id","category","equipment","parameter","state","value_min","value_max","unit","reference_type","source_organization","source_document","publication_year","page","source_url","applicability","calculation_note","confidence"
"TARIFF_GENERAL_B_HV_B_I_BASIC","tariff","general_electricity","basic_rate","monthly","6630","6630","KRW/kW/month","OFFICIAL","한국전력공사","전기요금(종합) 2026-06-01 시행, 한전 제작 PDF 외부 호스팅 사본","2026","PDF 1","https://data.cmpi.or.kr/program/board/2026%EB%85%84%EB%8F%846%EC%9B%941%EC%9D%BC%20%EC%8B%9C%ED%96%89%20%EC%A0%84%EA%B8%B0%EC%9A%94%EA%B8%88%ED%91%9C.pdf","{""schema_version"":""1.0"",""evidence_class"":""OFFICIAL"",""value_semantics"":""tariff_rate"",""calculation_eligible"":true,""verified_as_of"":""2026-09-16"",""valid_from"":""2026-06-01"",""valid_to_exclusive"":null,""contract_type"":""GENERAL_B"",""voltage"":""HV_B"",""option"":""I"",""region"":""KR"",""requires_asof_revalidation"":true,""source_hosting"":""external_copy_of_kepco_document"",""confidence"":""VERIFIED_COPY"",""corroborating_url"":""https://cyber.kepco.co.kr/ckepco/front/jsp/CY/E/E/CYEEHP00102.jsp""}","요금적용전력에 곱함. kWh 절감만으로 기본요금 절감 발생을 가정하지 않음.","VERIFIED_COPY"
"TARIFF_GENERAL_B_HV_B_I_OFF_PEAK_SUMMER","tariff","general_electricity","energy_rate","off_peak","95.9","95.9","KRW/kWh","OFFICIAL","한국전력공사","전기요금(종합) 2026-06-01 시행, 한전 제작 PDF 외부 호스팅 사본","2026","PDF 1","https://data.cmpi.or.kr/program/board/2026%EB%85%84%EB%8F%846%EC%9B%941%EC%9D%BC%20%EC%8B%9C%ED%96%89%20%EC%A0%84%EA%B8%B0%EC%9A%94%EA%B8%88%ED%91%9C.pdf","{""schema_version"":""1.0"",""evidence_class"":""OFFICIAL"",""value_semantics"":""tariff_rate"",""calculation_eligible"":true,""verified_as_of"":""2026-09-16"",""valid_from"":""2026-06-01"",""valid_to_exclusive"":null,""contract_type"":""GENERAL_B"",""voltage"":""HV_B"",""option"":""I"",""region"":""KR"",""requires_asof_revalidation"":true,""source_hosting"":""external_copy_of_kepco_document"",""confidence"":""VERIFIED_COPY"",""corroborating_url"":""https://cyber.kepco.co.kr/ckepco/front/jsp/CY/E/E/CYEEHP00102.jsp"",""season"":""summer"",""band"":""off_peak""}","전력량요금만. 기후환경·연료비·부가세·기금 미포함. 계절·시간대·기간별 구간을 분리.","VERIFIED_COPY"
"TARIFF_GENERAL_B_HV_B_I_OFF_PEAK_SPRING_AUTUMN","tariff","general_electricity","energy_rate","off_peak","95.9","95.9","KRW/kWh","OFFICIAL","한국전력공사","전기요금(종합) 2026-06-01 시행, 한전 제작 PDF 외부 호스팅 사본","2026","PDF 1","https://data.cmpi.or.kr/program/board/2026%EB%85%84%EB%8F%846%EC%9B%941%EC%9D%BC%20%EC%8B%9C%ED%96%89%20%EC%A0%84%EA%B8%B0%EC%9A%94%EA%B8%88%ED%91%9C.pdf","{""schema_version"":""1.0"",""evidence_class"":""OFFICIAL"",""value_semantics"":""tariff_rate"",""calculation_eligible"":true,""verified_as_of"":""2026-09-16"",""valid_from"":""2026-06-01"",""valid_to_exclusive"":null,""contract_type"":""GENERAL_B"",""voltage"":""HV_B"",""option"":""I"",""region"":""KR"",""requires_asof_revalidation"":true,""source_hosting"":""external_copy_of_kepco_document"",""confidence"":""VERIFIED_COPY"",""corroborating_url"":""https://cyber.kepco.co.kr/ckepco/front/jsp/CY/E/E/CYEEHP00102.jsp"",""season"":""spring_autumn"",""band"":""off_peak""}","전력량요금만. 기후환경·연료비·부가세·기금 미포함. 계절·시간대·기간별 구간을 분리.","VERIFIED_COPY"
"TARIFF_GENERAL_B_HV_B_I_OFF_PEAK_WINTER","tariff","general_electricity","energy_rate","off_peak","102.9","102.9","KRW/kWh","OFFICIAL","한국전력공사","전기요금(종합) 2026-06-01 시행, 한전 제작 PDF 외부 호스팅 사본","2026","PDF 1","https://data.cmpi.or.kr/program/board/2026%EB%85%84%EB%8F%846%EC%9B%941%EC%9D%BC%20%EC%8B%9C%ED%96%89%20%EC%A0%84%EA%B8%B0%EC%9A%94%EA%B8%88%ED%91%9C.pdf","{""schema_version"":""1.0"",""evidence_class"":""OFFICIAL"",""value_semantics"":""tariff_rate"",""calculation_eligible"":true,""verified_as_of"":""2026-09-16"",""valid_from"":""2026-06-01"",""valid_to_exclusive"":null,""contract_type"":""GENERAL_B"",""voltage"":""HV_B"",""option"":""I"",""region"":""KR"",""requires_asof_revalidation"":true,""source_hosting"":""external_copy_of_kepco_document"",""confidence"":""VERIFIED_COPY"",""corroborating_url"":""https://cyber.kepco.co.kr/ckepco/front/jsp/CY/E/E/CYEEHP00102.jsp"",""season"":""winter"",""band"":""off_peak""}","전력량요금만. 기후환경·연료비·부가세·기금 미포함. 계절·시간대·기간별 구간을 분리.","VERIFIED_COPY"
"TARIFF_GENERAL_B_HV_B_I_MID_LOAD_SUMMER","tariff","general_electricity","energy_rate","mid_load","148.2","148.2","KRW/kWh","OFFICIAL","한국전력공사","전기요금(종합) 2026-06-01 시행, 한전 제작 PDF 외부 호스팅 사본","2026","PDF 1","https://data.cmpi.or.kr/program/board/2026%EB%85%84%EB%8F%846%EC%9B%941%EC%9D%BC%20%EC%8B%9C%ED%96%89%20%EC%A0%84%EA%B8%B0%EC%9A%94%EA%B8%88%ED%91%9C.pdf","{""schema_version"":""1.0"",""evidence_class"":""OFFICIAL"",""value_semantics"":""tariff_rate"",""calculation_eligible"":true,""verified_as_of"":""2026-09-16"",""valid_from"":""2026-06-01"",""valid_to_exclusive"":null,""contract_type"":""GENERAL_B"",""voltage"":""HV_B"",""option"":""I"",""region"":""KR"",""requires_asof_revalidation"":true,""source_hosting"":""external_copy_of_kepco_document"",""confidence"":""VERIFIED_COPY"",""corroborating_url"":""https://cyber.kepco.co.kr/ckepco/front/jsp/CY/E/E/CYEEHP00102.jsp"",""season"":""summer"",""band"":""mid_load""}","전력량요금만. 기후환경·연료비·부가세·기금 미포함. 계절·시간대·기간별 구간을 분리.","VERIFIED_COPY"
"TARIFF_GENERAL_B_HV_B_I_MID_LOAD_SPRING_AUTUMN","tariff","general_electricity","energy_rate","mid_load","118.2","118.2","KRW/kWh","OFFICIAL","한국전력공사","전기요금(종합) 2026-06-01 시행, 한전 제작 PDF 외부 호스팅 사본","2026","PDF 1","https://data.cmpi.or.kr/program/board/2026%EB%85%84%EB%8F%846%EC%9B%941%EC%9D%BC%20%EC%8B%9C%ED%96%89%20%EC%A0%84%EA%B8%B0%EC%9A%94%EA%B8%88%ED%91%9C.pdf","{""schema_version"":""1.0"",""evidence_class"":""OFFICIAL"",""value_semantics"":""tariff_rate"",""calculation_eligible"":true,""verified_as_of"":""2026-09-16"",""valid_from"":""2026-06-01"",""valid_to_exclusive"":null,""contract_type"":""GENERAL_B"",""voltage"":""HV_B"",""option"":""I"",""region"":""KR"",""requires_asof_revalidation"":true,""source_hosting"":""external_copy_of_kepco_document"",""confidence"":""VERIFIED_COPY"",""corroborating_url"":""https://cyber.kepco.co.kr/ckepco/front/jsp/CY/E/E/CYEEHP00102.jsp"",""season"":""spring_autumn"",""band"":""mid_load""}","전력량요금만. 기후환경·연료비·부가세·기금 미포함. 계절·시간대·기간별 구간을 분리.","VERIFIED_COPY"
"TARIFF_GENERAL_B_HV_B_I_MID_LOAD_WINTER","tariff","general_electricity","energy_rate","mid_load","148.2","148.2","KRW/kWh","OFFICIAL","한국전력공사","전기요금(종합) 2026-06-01 시행, 한전 제작 PDF 외부 호스팅 사본","2026","PDF 1","https://data.cmpi.or.kr/program/board/2026%EB%85%84%EB%8F%846%EC%9B%941%EC%9D%BC%20%EC%8B%9C%ED%96%89%20%EC%A0%84%EA%B8%B0%EC%9A%94%EA%B8%88%ED%91%9C.pdf","{""schema_version"":""1.0"",""evidence_class"":""OFFICIAL"",""value_semantics"":""tariff_rate"",""calculation_eligible"":true,""verified_as_of"":""2026-09-16"",""valid_from"":""2026-06-01"",""valid_to_exclusive"":null,""contract_type"":""GENERAL_B"",""voltage"":""HV_B"",""option"":""I"",""region"":""KR"",""requires_asof_revalidation"":true,""source_hosting"":""external_copy_of_kepco_document"",""confidence"":""VERIFIED_COPY"",""corroborating_url"":""https://cyber.kepco.co.kr/ckepco/front/jsp/CY/E/E/CYEEHP00102.jsp"",""season"":""winter"",""band"":""mid_load""}","전력량요금만. 기후환경·연료비·부가세·기금 미포함. 계절·시간대·기간별 구간을 분리.","VERIFIED_COPY"
"TARIFF_GENERAL_B_HV_B_I_PEAK_LOAD_SUMMER","tariff","general_electricity","energy_rate","peak_load","229.4","229.4","KRW/kWh","OFFICIAL","한국전력공사","전기요금(종합) 2026-06-01 시행, 한전 제작 PDF 외부 호스팅 사본","2026","PDF 1","https://data.cmpi.or.kr/program/board/2026%EB%85%84%EB%8F%846%EC%9B%941%EC%9D%BC%20%EC%8B%9C%ED%96%89%20%EC%A0%84%EA%B8%B0%EC%9A%94%EA%B8%88%ED%91%9C.pdf","{""schema_version"":""1.0"",""evidence_class"":""OFFICIAL"",""value_semantics"":""tariff_rate"",""calculation_eligible"":true,""verified_as_of"":""2026-09-16"",""valid_from"":""2026-06-01"",""valid_to_exclusive"":null,""contract_type"":""GENERAL_B"",""voltage"":""HV_B"",""option"":""I"",""region"":""KR"",""requires_asof_revalidation"":true,""source_hosting"":""external_copy_of_kepco_document"",""confidence"":""VERIFIED_COPY"",""corroborating_url"":""https://cyber.kepco.co.kr/ckepco/front/jsp/CY/E/E/CYEEHP00102.jsp"",""season"":""summer"",""band"":""peak_load""}","전력량요금만. 기후환경·연료비·부가세·기금 미포함. 계절·시간대·기간별 구간을 분리.","VERIFIED_COPY"
"TARIFF_GENERAL_B_HV_B_I_PEAK_LOAD_SPRING_AUTUMN","tariff","general_electricity","energy_rate","peak_load","148.5","148.5","KRW/kWh","OFFICIAL","한국전력공사","전기요금(종합) 2026-06-01 시행, 한전 제작 PDF 외부 호스팅 사본","2026","PDF 1","https://data.cmpi.or.kr/program/board/2026%EB%85%84%EB%8F%846%EC%9B%941%EC%9D%BC%20%EC%8B%9C%ED%96%89%20%EC%A0%84%EA%B8%B0%EC%9A%94%EA%B8%88%ED%91%9C.pdf","{""schema_version"":""1.0"",""evidence_class"":""OFFICIAL"",""value_semantics"":""tariff_rate"",""calculation_eligible"":true,""verified_as_of"":""2026-09-16"",""valid_from"":""2026-06-01"",""valid_to_exclusive"":null,""contract_type"":""GENERAL_B"",""voltage"":""HV_B"",""option"":""I"",""region"":""KR"",""requires_asof_revalidation"":true,""source_hosting"":""external_copy_of_kepco_document"",""confidence"":""VERIFIED_COPY"",""corroborating_url"":""https://cyber.kepco.co.kr/ckepco/front/jsp/CY/E/E/CYEEHP00102.jsp"",""season"":""spring_autumn"",""band"":""peak_load""}","전력량요금만. 기후환경·연료비·부가세·기금 미포함. 계절·시간대·기간별 구간을 분리.","VERIFIED_COPY"
"TARIFF_GENERAL_B_HV_B_I_PEAK_LOAD_WINTER","tariff","general_electricity","energy_rate","peak_load","204.4","204.4","KRW/kWh","OFFICIAL","한국전력공사","전기요금(종합) 2026-06-01 시행, 한전 제작 PDF 외부 호스팅 사본","2026","PDF 1","https://data.cmpi.or.kr/program/board/2026%EB%85%84%EB%8F%846%EC%9B%941%EC%9D%BC%20%EC%8B%9C%ED%96%89%20%EC%A0%84%EA%B8%B0%EC%9A%94%EA%B8%88%ED%91%9C.pdf","{""schema_version"":""1.0"",""evidence_class"":""OFFICIAL"",""value_semantics"":""tariff_rate"",""calculation_eligible"":true,""verified_as_of"":""2026-09-16"",""valid_from"":""2026-06-01"",""valid_to_exclusive"":null,""contract_type"":""GENERAL_B"",""voltage"":""HV_B"",""option"":""I"",""region"":""KR"",""requires_asof_revalidation"":true,""source_hosting"":""external_copy_of_kepco_document"",""confidence"":""VERIFIED_COPY"",""corroborating_url"":""https://cyber.kepco.co.kr/ckepco/front/jsp/CY/E/E/CYEEHP00102.jsp"",""season"":""winter"",""band"":""peak_load""}","전력량요금만. 기후환경·연료비·부가세·기금 미포함. 계절·시간대·기간별 구간을 분리.","VERIFIED_COPY"
"TARIFF_GENERAL_B_HV_B_II_BASIC","tariff","general_electricity","basic_rate","monthly","7380","7380","KRW/kW/month","OFFICIAL","한국전력공사","전기요금(종합) 2026-06-01 시행, 한전 제작 PDF 외부 호스팅 사본","2026","PDF 1","https://data.cmpi.or.kr/program/board/2026%EB%85%84%EB%8F%846%EC%9B%941%EC%9D%BC%20%EC%8B%9C%ED%96%89%20%EC%A0%84%EA%B8%B0%EC%9A%94%EA%B8%88%ED%91%9C.pdf","{""schema_version"":""1.0"",""evidence_class"":""OFFICIAL"",""value_semantics"":""tariff_rate"",""calculation_eligible"":true,""verified_as_of"":""2026-09-16"",""valid_from"":""2026-06-01"",""valid_to_exclusive"":null,""contract_type"":""GENERAL_B"",""voltage"":""HV_B"",""option"":""II"",""region"":""KR"",""requires_asof_revalidation"":true,""source_hosting"":""external_copy_of_kepco_document"",""confidence"":""VERIFIED_COPY"",""corroborating_url"":""https://cyber.kepco.co.kr/ckepco/front/jsp/CY/E/E/CYEEHP00102.jsp""}","요금적용전력에 곱함. kWh 절감만으로 기본요금 절감 발생을 가정하지 않음.","VERIFIED_COPY"
"TARIFF_GENERAL_B_HV_B_II_OFF_PEAK_SUMMER","tariff","general_electricity","energy_rate","off_peak","92.1","92.1","KRW/kWh","OFFICIAL","한국전력공사","전기요금(종합) 2026-06-01 시행, 한전 제작 PDF 외부 호스팅 사본","2026","PDF 1","https://data.cmpi.or.kr/program/board/2026%EB%85%84%EB%8F%846%EC%9B%941%EC%9D%BC%20%EC%8B%9C%ED%96%89%20%EC%A0%84%EA%B8%B0%EC%9A%94%EA%B8%88%ED%91%9C.pdf","{""schema_version"":""1.0"",""evidence_class"":""OFFICIAL"",""value_semantics"":""tariff_rate"",""calculation_eligible"":true,""verified_as_of"":""2026-09-16"",""valid_from"":""2026-06-01"",""valid_to_exclusive"":null,""contract_type"":""GENERAL_B"",""voltage"":""HV_B"",""option"":""II"",""region"":""KR"",""requires_asof_revalidation"":true,""source_hosting"":""external_copy_of_kepco_document"",""confidence"":""VERIFIED_COPY"",""corroborating_url"":""https://cyber.kepco.co.kr/ckepco/front/jsp/CY/E/E/CYEEHP00102.jsp"",""season"":""summer"",""band"":""off_peak""}","전력량요금만. 기후환경·연료비·부가세·기금 미포함. 계절·시간대·기간별 구간을 분리.","VERIFIED_COPY"
"TARIFF_GENERAL_B_HV_B_II_OFF_PEAK_SPRING_AUTUMN","tariff","general_electricity","energy_rate","off_peak","92.1","92.1","KRW/kWh","OFFICIAL","한국전력공사","전기요금(종합) 2026-06-01 시행, 한전 제작 PDF 외부 호스팅 사본","2026","PDF 1","https://data.cmpi.or.kr/program/board/2026%EB%85%84%EB%8F%846%EC%9B%941%EC%9D%BC%20%EC%8B%9C%ED%96%89%20%EC%A0%84%EA%B8%B0%EC%9A%94%EA%B8%88%ED%91%9C.pdf","{""schema_version"":""1.0"",""evidence_class"":""OFFICIAL"",""value_semantics"":""tariff_rate"",""calculation_eligible"":true,""verified_as_of"":""2026-09-16"",""valid_from"":""2026-06-01"",""valid_to_exclusive"":null,""contract_type"":""GENERAL_B"",""voltage"":""HV_B"",""option"":""II"",""region"":""KR"",""requires_asof_revalidation"":true,""source_hosting"":""external_copy_of_kepco_document"",""confidence"":""VERIFIED_COPY"",""corroborating_url"":""https://cyber.kepco.co.kr/ckepco/front/jsp/CY/E/E/CYEEHP00102.jsp"",""season"":""spring_autumn"",""band"":""off_peak""}","전력량요금만. 기후환경·연료비·부가세·기금 미포함. 계절·시간대·기간별 구간을 분리.","VERIFIED_COPY"
"TARIFF_GENERAL_B_HV_B_II_OFF_PEAK_WINTER","tariff","general_electricity","energy_rate","off_peak","99.1","99.1","KRW/kWh","OFFICIAL","한국전력공사","전기요금(종합) 2026-06-01 시행, 한전 제작 PDF 외부 호스팅 사본","2026","PDF 1","https://data.cmpi.or.kr/program/board/2026%EB%85%84%EB%8F%846%EC%9B%941%EC%9D%BC%20%EC%8B%9C%ED%96%89%20%EC%A0%84%EA%B8%B0%EC%9A%94%EA%B8%88%ED%91%9C.pdf","{""schema_version"":""1.0"",""evidence_class"":""OFFICIAL"",""value_semantics"":""tariff_rate"",""calculation_eligible"":true,""verified_as_of"":""2026-09-16"",""valid_from"":""2026-06-01"",""valid_to_exclusive"":null,""contract_type"":""GENERAL_B"",""voltage"":""HV_B"",""option"":""II"",""region"":""KR"",""requires_asof_revalidation"":true,""source_hosting"":""external_copy_of_kepco_document"",""confidence"":""VERIFIED_COPY"",""corroborating_url"":""https://cyber.kepco.co.kr/ckepco/front/jsp/CY/E/E/CYEEHP00102.jsp"",""season"":""winter"",""band"":""off_peak""}","전력량요금만. 기후환경·연료비·부가세·기금 미포함. 계절·시간대·기간별 구간을 분리.","VERIFIED_COPY"
"TARIFF_GENERAL_B_HV_B_II_MID_LOAD_SUMMER","tariff","general_electricity","energy_rate","mid_load","144.4","144.4","KRW/kWh","OFFICIAL","한국전력공사","전기요금(종합) 2026-06-01 시행, 한전 제작 PDF 외부 호스팅 사본","2026","PDF 1","https://data.cmpi.or.kr/program/board/2026%EB%85%84%EB%8F%846%EC%9B%941%EC%9D%BC%20%EC%8B%9C%ED%96%89%20%EC%A0%84%EA%B8%B0%EC%9A%94%EA%B8%88%ED%91%9C.pdf","{""schema_version"":""1.0"",""evidence_class"":""OFFICIAL"",""value_semantics"":""tariff_rate"",""calculation_eligible"":true,""verified_as_of"":""2026-09-16"",""valid_from"":""2026-06-01"",""valid_to_exclusive"":null,""contract_type"":""GENERAL_B"",""voltage"":""HV_B"",""option"":""II"",""region"":""KR"",""requires_asof_revalidation"":true,""source_hosting"":""external_copy_of_kepco_document"",""confidence"":""VERIFIED_COPY"",""corroborating_url"":""https://cyber.kepco.co.kr/ckepco/front/jsp/CY/E/E/CYEEHP00102.jsp"",""season"":""summer"",""band"":""mid_load""}","전력량요금만. 기후환경·연료비·부가세·기금 미포함. 계절·시간대·기간별 구간을 분리.","VERIFIED_COPY"
"TARIFF_GENERAL_B_HV_B_II_MID_LOAD_SPRING_AUTUMN","tariff","general_electricity","energy_rate","mid_load","114.4","114.4","KRW/kWh","OFFICIAL","한국전력공사","전기요금(종합) 2026-06-01 시행, 한전 제작 PDF 외부 호스팅 사본","2026","PDF 1","https://data.cmpi.or.kr/program/board/2026%EB%85%84%EB%8F%846%EC%9B%941%EC%9D%BC%20%EC%8B%9C%ED%96%89%20%EC%A0%84%EA%B8%B0%EC%9A%94%EA%B8%88%ED%91%9C.pdf","{""schema_version"":""1.0"",""evidence_class"":""OFFICIAL"",""value_semantics"":""tariff_rate"",""calculation_eligible"":true,""verified_as_of"":""2026-09-16"",""valid_from"":""2026-06-01"",""valid_to_exclusive"":null,""contract_type"":""GENERAL_B"",""voltage"":""HV_B"",""option"":""II"",""region"":""KR"",""requires_asof_revalidation"":true,""source_hosting"":""external_copy_of_kepco_document"",""confidence"":""VERIFIED_COPY"",""corroborating_url"":""https://cyber.kepco.co.kr/ckepco/front/jsp/CY/E/E/CYEEHP00102.jsp"",""season"":""spring_autumn"",""band"":""mid_load""}","전력량요금만. 기후환경·연료비·부가세·기금 미포함. 계절·시간대·기간별 구간을 분리.","VERIFIED_COPY"
"TARIFF_GENERAL_B_HV_B_II_MID_LOAD_WINTER","tariff","general_electricity","energy_rate","mid_load","144.4","144.4","KRW/kWh","OFFICIAL","한국전력공사","전기요금(종합) 2026-06-01 시행, 한전 제작 PDF 외부 호스팅 사본","2026","PDF 1","https://data.cmpi.or.kr/program/board/2026%EB%85%84%EB%8F%846%EC%9B%941%EC%9D%BC%20%EC%8B%9C%ED%96%89%20%EC%A0%84%EA%B8%B0%EC%9A%94%EA%B8%88%ED%91%9C.pdf","{""schema_version"":""1.0"",""evidence_class"":""OFFICIAL"",""value_semantics"":""tariff_rate"",""calculation_eligible"":true,""verified_as_of"":""2026-09-16"",""valid_from"":""2026-06-01"",""valid_to_exclusive"":null,""contract_type"":""GENERAL_B"",""voltage"":""HV_B"",""option"":""II"",""region"":""KR"",""requires_asof_revalidation"":true,""source_hosting"":""external_copy_of_kepco_document"",""confidence"":""VERIFIED_COPY"",""corroborating_url"":""https://cyber.kepco.co.kr/ckepco/front/jsp/CY/E/E/CYEEHP00102.jsp"",""season"":""winter"",""band"":""mid_load""}","전력량요금만. 기후환경·연료비·부가세·기금 미포함. 계절·시간대·기간별 구간을 분리.","VERIFIED_COPY"
"TARIFF_GENERAL_B_HV_B_II_PEAK_LOAD_SUMMER","tariff","general_electricity","energy_rate","peak_load","225.6","225.6","KRW/kWh","OFFICIAL","한국전력공사","전기요금(종합) 2026-06-01 시행, 한전 제작 PDF 외부 호스팅 사본","2026","PDF 1","https://data.cmpi.or.kr/program/board/2026%EB%85%84%EB%8F%846%EC%9B%941%EC%9D%BC%20%EC%8B%9C%ED%96%89%20%EC%A0%84%EA%B8%B0%EC%9A%94%EA%B8%88%ED%91%9C.pdf","{""schema_version"":""1.0"",""evidence_class"":""OFFICIAL"",""value_semantics"":""tariff_rate"",""calculation_eligible"":true,""verified_as_of"":""2026-09-16"",""valid_from"":""2026-06-01"",""valid_to_exclusive"":null,""contract_type"":""GENERAL_B"",""voltage"":""HV_B"",""option"":""II"",""region"":""KR"",""requires_asof_revalidation"":true,""source_hosting"":""external_copy_of_kepco_document"",""confidence"":""VERIFIED_COPY"",""corroborating_url"":""https://cyber.kepco.co.kr/ckepco/front/jsp/CY/E/E/CYEEHP00102.jsp"",""season"":""summer"",""band"":""peak_load""}","전력량요금만. 기후환경·연료비·부가세·기금 미포함. 계절·시간대·기간별 구간을 분리.","VERIFIED_COPY"
"TARIFF_GENERAL_B_HV_B_II_PEAK_LOAD_SPRING_AUTUMN","tariff","general_electricity","energy_rate","peak_load","144.7","144.7","KRW/kWh","OFFICIAL","한국전력공사","전기요금(종합) 2026-06-01 시행, 한전 제작 PDF 외부 호스팅 사본","2026","PDF 1","https://data.cmpi.or.kr/program/board/2026%EB%85%84%EB%8F%846%EC%9B%941%EC%9D%BC%20%EC%8B%9C%ED%96%89%20%EC%A0%84%EA%B8%B0%EC%9A%94%EA%B8%88%ED%91%9C.pdf","{""schema_version"":""1.0"",""evidence_class"":""OFFICIAL"",""value_semantics"":""tariff_rate"",""calculation_eligible"":true,""verified_as_of"":""2026-09-16"",""valid_from"":""2026-06-01"",""valid_to_exclusive"":null,""contract_type"":""GENERAL_B"",""voltage"":""HV_B"",""option"":""II"",""region"":""KR"",""requires_asof_revalidation"":true,""source_hosting"":""external_copy_of_kepco_document"",""confidence"":""VERIFIED_COPY"",""corroborating_url"":""https://cyber.kepco.co.kr/ckepco/front/jsp/CY/E/E/CYEEHP00102.jsp"",""season"":""spring_autumn"",""band"":""peak_load""}","전력량요금만. 기후환경·연료비·부가세·기금 미포함. 계절·시간대·기간별 구간을 분리.","VERIFIED_COPY"
"TARIFF_GENERAL_B_HV_B_II_PEAK_LOAD_WINTER","tariff","general_electricity","energy_rate","peak_load","200.6","200.6","KRW/kWh","OFFICIAL","한국전력공사","전기요금(종합) 2026-06-01 시행, 한전 제작 PDF 외부 호스팅 사본","2026","PDF 1","https://data.cmpi.or.kr/program/board/2026%EB%85%84%EB%8F%846%EC%9B%941%EC%9D%BC%20%EC%8B%9C%ED%96%89%20%EC%A0%84%EA%B8%B0%EC%9A%94%EA%B8%88%ED%91%9C.pdf","{""schema_version"":""1.0"",""evidence_class"":""OFFICIAL"",""value_semantics"":""tariff_rate"",""calculation_eligible"":true,""verified_as_of"":""2026-09-16"",""valid_from"":""2026-06-01"",""valid_to_exclusive"":null,""contract_type"":""GENERAL_B"",""voltage"":""HV_B"",""option"":""II"",""region"":""KR"",""requires_asof_revalidation"":true,""source_hosting"":""external_copy_of_kepco_document"",""confidence"":""VERIFIED_COPY"",""corroborating_url"":""https://cyber.kepco.co.kr/ckepco/front/jsp/CY/E/E/CYEEHP00102.jsp"",""season"":""winter"",""band"":""peak_load""}","전력량요금만. 기후환경·연료비·부가세·기금 미포함. 계절·시간대·기간별 구간을 분리.","VERIFIED_COPY"
"TARIFF_GENERAL_B_HV_B_III_BASIC","tariff","general_electricity","basic_rate","monthly","8190","8190","KRW/kW/month","OFFICIAL","한국전력공사","전기요금(종합) 2026-06-01 시행, 한전 제작 PDF 외부 호스팅 사본","2026","PDF 1","https://data.cmpi.or.kr/program/board/2026%EB%85%84%EB%8F%846%EC%9B%941%EC%9D%BC%20%EC%8B%9C%ED%96%89%20%EC%A0%84%EA%B8%B0%EC%9A%94%EA%B8%88%ED%91%9C.pdf","{""schema_version"":""1.0"",""evidence_class"":""OFFICIAL"",""value_semantics"":""tariff_rate"",""calculation_eligible"":true,""verified_as_of"":""2026-09-16"",""valid_from"":""2026-06-01"",""valid_to_exclusive"":null,""contract_type"":""GENERAL_B"",""voltage"":""HV_B"",""option"":""III"",""region"":""KR"",""requires_asof_revalidation"":true,""source_hosting"":""external_copy_of_kepco_document"",""confidence"":""VERIFIED_COPY"",""corroborating_url"":""https://cyber.kepco.co.kr/ckepco/front/jsp/CY/E/E/CYEEHP00102.jsp""}","요금적용전력에 곱함. kWh 절감만으로 기본요금 절감 발생을 가정하지 않음.","VERIFIED_COPY"
"TARIFF_GENERAL_B_HV_B_III_OFF_PEAK_SUMMER","tariff","general_electricity","energy_rate","off_peak","90.4","90.4","KRW/kWh","OFFICIAL","한국전력공사","전기요금(종합) 2026-06-01 시행, 한전 제작 PDF 외부 호스팅 사본","2026","PDF 1","https://data.cmpi.or.kr/program/board/2026%EB%85%84%EB%8F%846%EC%9B%941%EC%9D%BC%20%EC%8B%9C%ED%96%89%20%EC%A0%84%EA%B8%B0%EC%9A%94%EA%B8%88%ED%91%9C.pdf","{""schema_version"":""1.0"",""evidence_class"":""OFFICIAL"",""value_semantics"":""tariff_rate"",""calculation_eligible"":true,""verified_as_of"":""2026-09-16"",""valid_from"":""2026-06-01"",""valid_to_exclusive"":null,""contract_type"":""GENERAL_B"",""voltage"":""HV_B"",""option"":""III"",""region"":""KR"",""requires_asof_revalidation"":true,""source_hosting"":""external_copy_of_kepco_document"",""confidence"":""VERIFIED_COPY"",""corroborating_url"":""https://cyber.kepco.co.kr/ckepco/front/jsp/CY/E/E/CYEEHP00102.jsp"",""season"":""summer"",""band"":""off_peak""}","전력량요금만. 기후환경·연료비·부가세·기금 미포함. 계절·시간대·기간별 구간을 분리.","VERIFIED_COPY"
